date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions,GQV_brand,GQV_generic,revenue_per_conversion
2023-07-10,Vastmanland County,281158,25,0,0,0,40.32,0.0,0.0,0.0,0,0.00020560267283474686,3.7293240812130559,1000
2024-11-04,Vastmanland County,281158,31,99,0,0,9.11,26.39,0.0,0.0,0,0.00015420200462606013,3.2169622205088668,1000
2024-11-11,Vastmanland County,281158,12,90,0,127,1.87,185.23,7.73,0.0,0,5.1400668208686716e-05,3.113081470059111,1000
2024-02-12,Vastmanland County,281158,35,29,0,0,44.45,62.74,0.0,0.0,0,0.00025700334104343357,3.6452325880236445,1000
2024-09-23,Vastmanland County,281158,18,70,0,24,2.1,804.25,3.77,0.0,0,5.1400668208686716e-05,3.050012850167052,1000
2023-04-17,Vastmanland County,281158,37,0,0,276,24.41,0.0,25.31,0.0,0,0.00015420200462606013,3.9768182986378822,1000
2023-10-23,Vastmanland County,281158,38,0,0,0,15.04,0.0,0.0,0.0,0,0.00010280133641737343,3.9177075301978928,1000
2023-10-30,Vastmanland County,281158,37,3095,0,0,6.46,41.72,0.0,0.0,0,0.00015420200462606013,3.7216653816499616,1000
2023-09-18,Vastmanland County,281158,27,0,0,0,20.86,0.0,0.0,0.0,0,0.00010280133641737343,3.9626317142122849,1000
2023-08-14,Vastmanland County,281158,30,0,5,0,62.97,0.0,0.0,0.27,0,0.00046260601387818041,3.6995630943202262,1000
2023-09-11,Vastmanland County,281158,38,0,1,0,73.27,0.0,0.0,0.07,0,0.00015420200462606013,4.0839372911847853,1000
2024-10-07,Vastmanland County,281158,22,75,0,256,2.52,236.93,25.75,0.0,0,0.0,3.0797224363916733,1000
2024-04-22,Vastmanland County,281158,23,0,0,0,27.29,0.0,0.0,0.0,0,5.1400668208686716e-05,3.9531225905936775,1000
2024-07-22,Vastmanland County,281158,12,57,0,0,11.29,250.22,0.0,0.0,0,0.00015420200462606013,2.9291184785402211,1000
2024-01-01,Vastmanland County,281158,44,41,0,32,59.96,69.99,2.82,0.0,0,0.00015420200462606013,4.7758930866101261,1000
2023-10-02,Vastmanland County,281158,14,0,0,0,3.89,0.0,0.0,0.0,0,5.1400668208686716e-05,3.8582883577486506,1000
2024-10-14,Vastmanland County,281158,16,74,0,39,4.86,298.05,4.33,0.0,0,0.00041120534566949372,2.9913132870727321,1000
2023-11-06,Vastmanland County,281158,16,922,0,0,25.83,28.53,0.0,0.0,0,0.0,3.6601901824723719,1000
2023-10-09,Vastmanland County,281158,26,0,0,0,15.5,0.0,0.0,0.0,0,0.00010280133641737343,4.053816499614495,1000
2023-12-25,Vastmanland County,281158,46,36,0,0,28.95,47.28,0.0,0.0,0,0.00020560267283474686,3.53775379079928,1000
2025-02-17,Vastmanland County,281158,16,67,0,11,0.49,114.96,0.45,0.0,0,0.00046260601387818041,3.3028013364173736,1000
2023-07-31,Vastmanland County,281158,31,0,1,0,14.76,0.0,0.0,0.09,0,0.00020560267283474686,3.6403495245438191,1000
2024-07-01,Vastmanland County,281158,15,54,0,0,2.23,94.26,0.0,0.0,0,0.00030840400925212025,3.6065792855307119,1000
2023-05-08,Vastmanland County,281158,48,0,0,162,39.17,0.0,18.9,0.0,0,0.00025700334104343357,3.9744024672320739,1000
2024-02-05,Vastmanland County,281158,22,25,0,0,67.23,60.65,0.0,0.0,0,0.00025700334104343357,3.579028527370856,1000
2024-01-08,Vastmanland County,281158,56,28,0,0,68.6,53.84,0.0,0.0,0,0.00015420200462606013,4.0426111539450016,1000
2024-12-09,Vastmanland County,281158,32,137,0,1052,4.3,161.1,92.13,0.0,0,0.00056540735029555382,4.2507838601901824,1000
2025-01-06,Vastmanland County,281158,15,65,0,0,1.18,188.82,0.0,0.0,0,0.00010280133641737343,3.1803649447442819,1000
2023-09-25,Vastmanland County,281158,48,0,0,0,84.38,0.0,0.0,0.0,0,0.000359804677460807,3.8540221022873298,1000
2024-08-05,Vastmanland County,281158,22,77,0,0,86.83,686.64,0.0,0.0,0,0.00015420200462606013,3.0621434078643022,1000
2024-12-02,Vastmanland County,281158,26,103,0,679,10.96,1179.74,87.31,0.0,0,0.00015420200462606013,3.0311488049344644,1000
2023-12-18,Vastmanland County,281158,16,353,0,0,4.83,47.61,0.0,0.0,0,0.00010280133641737343,3.1301464919043949,1000
2024-12-30,Vastmanland County,281158,21,27,0,0,1.71,31.62,0.0,0.0,0,0.00015420200462606013,3.3072217938833206,1000
2023-08-07,Vastmanland County,281158,39,0,7,0,55.44,0.0,0.0,0.3,0,0.00020560267283474686,3.9153945001285018,1000
2023-12-11,Vastmanland County,281158,28,726,0,0,8.06,203.45,0.0,0.0,0,0.00010280133641737343,3.4882035466461065,1000
2024-08-19,Vastmanland County,281158,14,38,0,51,3.16,87.58,19.53,0.0,0,0.000359804677460807,3.0635312259059369,1000
2024-12-23,Vastmanland County,281158,13,75,0,883,1.32,46.32,85.26,0.0,0,5.1400668208686716e-05,3.13189411462349,1000
2023-07-10,Dalarna County,286546,62,0,1,0,43.4,0.0,0.0,0.03,1,0.0010794140323824211,6.8081727062451813,1000
2024-08-12,Dalarna County,286546,33,37,0,0,21.1,177.43,0.0,0.0,1,0.00010280133641737343,3.9725520431765613,1000
2024-10-28,Dalarna County,286546,31,73,0,217,13.1,169.06,19.2,0.0,1,0.00025700334104343357,3.637059881778463,1000
2023-06-19,Dalarna County,286546,33,0,0,0,15.23,0.0,0.0,0.0,1,0.00025700334104343357,5.9692624004112051,1000
2024-03-25,Dalarna County,286546,49,0,0,0,214.57,0.0,0.0,0.0,1,0.00010280133641737343,5.4275507581598559,1000
2024-07-29,Dalarna County,286546,16,51,0,0,6.83,230.62,0.0,0.0,1,0.0,4.06337702390131,1000
2023-11-27,Dalarna County,286546,46,120,0,0,16.4,29.83,0.0,0.0,1,0.00051400668208686714,4.8950398355178617,1000
2023-04-03,Dalarna County,286546,92,0,0,314,19.5,0.0,31.16,0.0,1,0.00025700334104343357,5.9332819326651247,1000
2023-12-04,Dalarna County,286546,74,174,0,0,90.81,52.24,0.0,0.0,1,0.00020560267283474686,5.2499100488306345,1000
2023-09-11,Dalarna County,286546,36,0,22,0,23.1,0.0,0.0,1.52,1,0.000359804677460807,4.7783603186841432,1000
2024-02-12,Dalarna County,286546,62,16,0,0,67.21,213.78,0.0,0.0,1,0.00030840400925212025,4.4259059367771778,1000
2024-09-30,Dalarna County,286546,36,107,0,130,5.5,392.8,31.91,0.0,1,0.00030840400925212025,3.611616551015163,1000
2024-08-19,Dalarna County,286546,40,31,0,82,22.77,49.45,21.2,0.0,1,0.000359804677460807,3.7058853765098947,1000
2023-03-27,Dalarna County,286546,68,0,0,327,13.67,0.0,26.72,0.0,1,0.00046260601387818041,5.74520688768954,1000
2024-06-17,Dalarna County,286546,20,55,0,212,96.7,250.35,22.53,0.0,1,0.00015420200462606013,4.5377023901310718,1000
2023-12-18,Dalarna County,286546,36,370,0,0,8.57,140.07,0.0,0.0,1,0.00020560267283474686,4.2557697250064255,1000
2023-07-03,Dalarna County,286546,80,0,0,0,61.04,0.0,0.0,0.0,1,0.0010280133641737343,6.5202261629401184,1000
2023-05-22,Dalarna County,286546,55,4,0,200,8.98,0.21,19.78,0.0,1,0.00051400668208686714,5.6453353893600617,1000
2023-10-23,Dalarna County,286546,66,0,0,0,13.88,0.0,0.0,0.0,1,0.00046260601387818041,5.0513492675404779,1000
2023-11-20,Dalarna County,286546,51,122,0,0,27.65,125.19,0.0,0.0,1,0.00061680801850424051,4.6619892058596761,1000
2023-10-09,Dalarna County,286546,75,0,0,0,97.22,0.0,0.0,0.0,1,0.00041120534566949372,5.6068362888717553,1000
2025-02-10,Dalarna County,286546,29,72,0,29,5.59,605.64,0.99,0.0,1,0.00046260601387818041,4.3543048059624772,1000
2023-10-30,Dalarna County,286546,51,3635,0,0,44.78,32.65,0.0,0.0,1,0.00030840400925212025,4.7737342585453613,1000
2025-01-20,Dalarna County,286546,34,63,0,3,23.11,72.51,0.18,0.0,1,0.00041120534566949372,4.0161398098175276,1000
2023-05-15,Dalarna County,286546,45,1,0,199,104.08,0.12,13.14,0.0,1,0.00025700334104343357,5.78200976612696,1000
2024-06-03,Dalarna County,286546,34,43,0,0,7.14,330.74,0.0,0.0,1,0.000359804677460807,4.482549473143151,1000
2023-06-12,Dalarna County,286546,57,0,0,49,5.62,0.0,2.71,0.0,1,0.00056540735029555382,5.5947571318427141,1000
2024-02-19,Dalarna County,286546,77,17,0,0,197.62,0.0,0.0,0.0,1,0.000719609354921614,4.9502955538422,1000
2023-03-06,Dalarna County,286546,63,0,0,308,20.79,0.0,24.53,0.0,1,0.00046260601387818041,5.8394757131842718,1000
2024-11-18,Dalarna County,286546,22,95,0,2,1.22,59.85,0.08,0.0,1,0.00025700334104343357,3.2232331020303264,1000
2023-04-17,Dalarna County,286546,63,0,0,334,42.38,0.0,26.28,0.0,1,5.1400668208686716e-05,5.8870727319455156,1000
2024-08-05,Gavleborg County,284558,33,131,0,0,28.14,325.03,0.0,0.0,1,0.00030840400925212025,5.4229246980210739,1000
2023-10-16,Gavleborg County,284558,48,0,0,0,65.29,0.0,0.0,0.0,1,0.00077101002313030066,4.48296067848882,1000
2024-06-10,Gavleborg County,284558,30,80,0,62,22.09,306.46,7.96,0.0,1,0.00041120534566949372,4.1788229246980206,1000
2024-09-30,Gavleborg County,284558,38,166,0,138,15.19,971.39,26.25,0.0,1,0.00046260601387818041,5.0745823695708046,1000
2024-08-12,Gavleborg County,284558,37,77,0,0,11.46,540.77,0.0,0.0,1,0.000359804677460807,5.0780776150089952,1000
2023-03-20,Gavleborg County,284558,51,0,0,273,65.61,0.0,24.5,0.0,1,0.00051400668208686714,4.2210742739655611,1000
2024-01-29,Gavleborg County,284558,51,31,0,0,63.07,10.9,0.0,0.0,1,0.00041120534566949372,4.8829092778206116,1000
2023-03-27,Gavleborg County,284558,53,0,0,257,25.98,0.0,19.16,0.0,1,0.00051400668208686714,4.44420457465947,1000
2024-09-02,Gavleborg County,284558,47,121,0,401,12.67,4.45,32.41,0.0,1,0.0006682086867129273,4.6471858134155744,1000
2024-07-01,Gavleborg County,284558,29,48,0,0,5.01,149.94,0.0,0.0,1,0.00056540735029555382,5.2392701105114368,1000
2024-04-29,Gavleborg County,284558,33,0,0,0,12.73,0.0,0.0,0.0,1,0.00051400668208686714,4.6300179902338732,1000
2024-09-16,Gavleborg County,284558,40,95,0,166,6.78,156.29,31.64,0.0,1,0.00087381135954767413,4.5341043433564634,1000
2024-01-08,Gavleborg County,284558,45,18,0,0,61.25,37.95,0.0,0.0,1,0.00041120534566949372,4.6399897198663584,1000
2023-07-31,Gavleborg County,284558,59,0,0,0,56.96,0.0,0.0,0.0,1,0.0021588280647648421,4.9917758930866105,1000
2024-02-19,Gavleborg County,284558,68,21,0,0,347.68,101.23,0.0,0.0,1,0.00056540735029555382,5.3378051914674893,1000
2023-05-22,Gavleborg County,284558,45,0,0,236,10.92,0.0,26.95,0.0,1,0.00077101002313030066,4.4897969673605758,1000
2024-06-17,Gavleborg County,284558,14,112,0,169,14.53,217.24,23.74,0.0,1,0.00051400668208686714,4.4127473657157541,1000
2025-02-10,Gavleborg County,284558,38,122,0,25,5.63,97.13,0.68,0.0,1,0.00046260601387818041,4.8753019789257257,1000
2023-10-23,Gavleborg County,284558,57,0,0,0,157.79,0.0,0.0,0.0,1,0.0010794140323824211,4.4994088923156,1000
2024-02-05,Gavleborg County,284558,65,35,0,0,64.39,50.62,0.0,0.0,1,0.00077101002313030066,4.7347211513749681,1000
2024-08-26,Gavleborg County,284558,34,73,0,43,5.19,35.6,7.04,0.0,1,0.000719609354921614,4.986944230274994,1000
2025-02-03,Gavleborg County,284558,63,69,0,4,14.76,76.61,0.17,0.0,1,0.00082241069133898745,4.3326651246466206,1000
2024-10-07,Gavleborg County,284558,37,119,0,295,10.24,223.88,39.4,0.0,1,0.0010280133641737343,4.7017219223849906,1000
2024-06-24,Gavleborg County,284558,45,97,0,0,16.46,420.6,0.0,0.0,1,0.00030840400925212025,4.9096890259573378,1000
2024-04-08,Gavleborg County,284558,29,0,0,0,17.64,0.0,0.0,0.0,1,0.00025700334104343357,4.5304034952454382,1000
2024-02-26,Gavleborg County,284558,58,8,0,0,394.13,68.92,0.0,0.0,1,0.00077101002313030066,5.1720380364944747,1000
2024-05-13,Gavleborg County,284558,16,0,0,0,0.71,0.0,0.0,0.0,1,0.00015420200462606013,4.535954767411976,1000
2024-03-04,Gavleborg County,284558,64,0,0,0,72.01,0.0,0.0,0.0,1,0.00030840400925212025,4.3427910562837315,1000
2023-05-08,Gavleborg County,284558,53,0,0,197,69.43,0.0,12.07,0.0,1,0.00046260601387818041,4.434181444358777,1000
2023-07-17,Gavleborg County,284558,91,0,5,0,123.95,0.0,0.0,0.22,1,0.0015420200462606013,4.9597532767925987,1000
2023-11-06,Gavleborg County,284558,61,1202,0,0,31.68,53.49,0.0,0.0,1,0.00061680801850424051,4.3204831662811616,1000
2023-07-24,Halland County,345074,252,605,96386,138357,88.35,1057.71,5474.44,6119.57,1,0.0021074273965561554,6.1075815985607811,1000
2024-07-22,Halland County,345074,120,122,1,10477,21.39,653.94,226.79,0.02,1,0.00087381135954767413,4.6327936263171425,1000
2024-01-15,Jonkoping County,370009,78,294,0,0,165.38,532.38,0.0,0.0,1,0.000359804677460807,5.2230789000257,1000
2025-01-20,Jonkoping County,370009,24,79,0,7,8.61,98.62,0.17,0.0,1,0.00061680801850424051,4.4106399383191981,1000
2023-07-24,Jonkoping County,370009,127,455,225,6,39.92,500.44,0.56,15.78,1,0.00087381135954767413,5.7869442302749938,1000
2024-02-05,Jonkoping County,370009,75,335,0,0,92.93,598.04,0.0,0.0,1,0.00046260601387818041,4.8981238756103833,1000
2023-11-20,Jonkoping County,370009,66,379,83,4,119.73,424.43,0.44,5.7,1,0.00061680801850424051,5.0599845797995373,1000
2023-09-18,Jonkoping County,370009,84,292,354,6,96.69,205.32,0.36,24.34,1,0.00077101002313030066,5.5606270881521462,1000
2024-02-19,Jonkoping County,370009,78,277,0,0,163.33,399.76,0.0,0.0,1,0.00061680801850424051,5.129478283217682,1000
2023-11-06,Jonkoping County,370009,62,1358,0,1,11.96,220.59,0.22,0.0,1,0.00087381135954767413,5.298432279619635,1000
2023-10-23,Jonkoping County,370009,73,207,390,6,108.43,263.98,0.5,26.64,1,0.000359804677460807,5.2585967617579028,1000
2023-05-15,Jonkoping County,370009,83,200,0,412,91.8,84.17,40.94,0.0,1,0.00082241069133898745,5.7902852737085579,1000
2023-03-06,Jonkoping County,370009,88,1427,0,607,399.92,1243.32,46.65,0.0,1,0.00041120534566949372,5.7277306604985867,1000
2023-07-10,Jonkoping County,370009,87,471,5,0,44.25,749.39,0.0,0.19,1,0.00056540735029555382,5.870984322796196,1000
2023-05-22,Jonkoping County,370009,96,160,0,414,76.5,466.61,38.73,0.0,1,0.00087381135954767413,5.6085839115908511,1000
2023-06-26,Jonkoping County,370009,92,138,7,18,52.15,344.47,0.53,0.16,1,0.000719609354921614,5.61177075301979,1000
2023-04-10,Jonkoping County,370009,97,1187,0,512,335.69,1110.98,42.17,0.0,1,0.00061680801850424051,5.83716268311488,1000
2023-03-20,Jonkoping County,370009,66,1692,0,461,20.45,2028.82,47.48,0.0,1,0.00041120534566949372,6.0509380621948088,1000
2023-10-30,Jonkoping County,370009,86,4360,62,3,80.38,312.19,0.1,4.23,1,0.00025700334104343357,5.1232074016962219,1000
2024-11-18,Jonkoping County,370009,21,174,0,11,4.93,498.93,0.41,0.0,1,0.00046260601387818041,4.2541763042919554,1000
2023-12-25,Jonkoping County,370009,99,333,99,0,25.81,296.34,0.0,6.7,1,0.00025700334104343357,4.9656129529683888,1000
2023-04-17,Jonkoping County,370009,81,784,0,426,26.15,481.67,45.92,0.0,1,0.00041120534566949372,5.8332562323310206,1000
2025-01-06,Jonkoping County,370009,32,98,0,8,3.33,294.11,0.47,0.0,1,0.00051400668208686714,4.3989205859676179,1000
2023-05-08,Jonkoping County,370009,87,117,0,423,52.82,58.59,43.38,0.0,1,0.0011822153687997944,5.4874325366229764,1000
2023-08-07,Jonkoping County,370009,88,290,425,4,87.51,232.63,0.2,28.63,1,0.00082241069133898745,5.8934978154716013,1000
2024-08-05,Kalmar County,246352,39,47,0,0,51.26,349.98,0.0,0.0,1,0.00010280133641737343,4.03248522230789,1000
2024-05-13,Kalmar County,246352,28,0,0,0,63.22,0.0,0.0,0.0,1,0.00020560267283474686,3.6265227447956825,1000
2023-07-17,Kalmar County,246352,64,0,3,0,107.01,0.0,0.0,0.12,1,0.00030840400925212025,5.9758416859419174,1000
2023-09-18,Kalmar County,246352,63,0,0,0,117.4,0.0,0.0,0.0,1,0.00030840400925212025,3.5890516576715497,1000
2025-01-06,Kalmar County,246352,28,64,0,2,1.65,72.56,0.13,0.0,1,0.00015420200462606013,2.5396556155230017,1000
2023-09-11,Kalmar County,246352,46,0,19,0,113.09,0.0,0.0,1.31,1,0.0006682086867129273,3.4960678488820354,1000
2024-10-07,Kalmar County,246352,18,62,0,241,6.26,81.49,25.66,0.0,1,0.00010280133641737343,2.5753276792598303,1000
2024-08-12,Kalmar County,246352,21,38,0,0,16.86,217.43,0.0,0.0,1,0.00010280133641737343,3.6680544847083012,1000
2023-10-23,Kalmar County,246352,34,0,0,0,27.73,0.0,0.0,0.0,1,0.00020560267283474686,3.5348239527113852,1000
2023-09-25,Kalmar County,246352,72,0,0,0,94.95,0.0,0.0,0.0,1,0.00010280133641737343,3.728655872526343,1000
2023-04-17,Kalmar County,246352,63,0,0,198,20.55,0.0,23.08,0.0,1,0.00025700334104343357,3.7059367771781031,1000
2024-09-16,Kalmar County,246352,19,55,0,83,2.13,0.0,21.15,0.0,1,0.00020560267283474686,2.6878437419686456,1000
2025-02-03,Kalmar County,246352,23,27,0,16,5.15,123.21,0.36,0.0,1,0.00030840400925212025,2.8666152659984578,1000
2024-09-09,Kalmar County,246352,27,53,0,112,7.14,333.86,21.29,0.0,1,0.00025700334104343357,2.8216910819840657,1000
2024-04-29,Kalmar County,246352,29,0,0,0,8.95,0.0,0.0,0.0,1,0.00010280133641737343,3.3997943973271654,1000
2023-09-04,Kalmar County,246352,55,0,122,0,38.66,0.0,0.0,8.47,1,0.00010280133641737343,3.63639167309175,1000
2023-08-14,Kalmar County,246352,53,0,9,0,52.1,0.0,0.0,0.48,1,0.00046260601387818041,4.1709072217938834,1000
2024-04-22,Kalmar County,246352,27,0,0,0,70.55,0.0,0.0,0.0,1,0.00015420200462606013,3.3480853251092264,1000
2023-10-30,Kalmar County,246352,42,2348,0,0,19.19,40.24,0.0,0.0,1,0.00025700334104343357,3.3338987406836287,1000
2024-12-16,Kalmar County,246352,26,112,0,446,7.32,452.65,63.68,0.0,1,0.000359804677460807,2.5488563351323568,1000
2024-05-27,Kalmar County,246352,13,22,0,0,1.52,131.41,0.0,0.0,1,0.0,3.4054484708301209,1000
2023-06-12,Kalmar County,246352,51,0,0,77,45.57,0.0,7.51,0.0,1,0.00046260601387818041,3.81840143921871,1000
2023-07-10,Kalmar County,246352,44,0,1,0,16.88,0.0,0.0,0.04,1,0.00025700334104343357,5.74248265227448,1000
2023-03-20,Kalmar County,246352,60,0,0,196,230.91,0.0,35.14,0.0,1,0.000719609354921614,3.609509123618607,1000
2025-01-13,Kalmar County,246352,36,54,0,0,4.16,81.77,0.0,0.0,1,0.00097661269596504749,2.6468260087381137,1000
2024-12-09,Kalmar County,246352,23,96,0,993,3.44,117.61,71.06,0.0,1,0.00020560267283474686,3.6606527884862503,1000
2024-03-04,Kalmar County,246352,53,3,0,0,58.86,0.0,0.0,0.0,1,0.00030840400925212025,2.987201233616037,1000
2023-11-13,Kalmar County,246352,42,116,0,0,38.37,14.91,0.0,0.0,1,0.00020560267283474686,3.1759444872783344,1000
2024-06-24,Kalmar County,246352,21,40,0,0,3.69,136.94,0.0,0.0,1,5.1400668208686716e-05,3.3606784888203545,1000
2024-04-01,Kalmar County,246352,23,0,0,0,2.06,0.0,0.0,0.0,1,0.00015420200462606013,3.1913646877409407,1000
2023-12-11,Kalmar County,246352,60,573,0,0,42.34,109.73,0.0,0.0,1,0.00051400668208686714,2.9942431251606272,1000
2023-04-24,Norrbotten County,248620,20,0,0,167,40.73,0.0,9.16,0.0,1,0.00010280133641737343,4.1770753019789257,1000
2024-08-12,Norrbotten County,248620,23,60,0,0,11.38,655.85,0.0,0.0,1,0.00020560267283474686,4.0897455666923674,1000
2024-04-29,Norrbotten County,248620,18,0,0,0,2.28,0.0,0.0,0.0,1,0.00015420200462606013,3.6915445900796708,1000
2024-01-01,Norrbotten County,248620,33,48,0,20,147.83,31.96,2.21,0.0,1,0.0,7.213518375738885,1000
2023-03-13,Norrbotten County,248620,22,0,0,322,6.7,0.0,25.49,0.0,1,0.00010280133641737343,3.83639167309175,1000
2024-01-29,Norrbotten County,248620,34,20,0,0,57.89,0.0,0.0,0.0,1,0.00025700334104343357,4.2339244410177335,1000
2024-07-01,Norrbotten County,248620,16,29,0,0,2.3,0.0,0.0,0.0,1,0.00025700334104343357,4.5261886404523262,1000
2024-05-27,Norrbotten County,248620,14,23,0,0,3.67,81.84,0.0,0.0,1,5.1400668208686716e-05,3.9179645335389361,1000
2024-02-05,Norrbotten County,248620,33,31,0,0,141.67,0.0,0.0,0.0,1,0.00020560267283474686,3.9902852737085581,1000
2024-10-28,Norrbotten County,248620,20,89,0,203,1.75,184.35,18.39,0.0,1,0.000359804677460807,3.054433307632999,1000
2024-09-09,Norrbotten County,248620,6,63,0,107,1.17,56.55,17.47,0.0,1,5.1400668208686716e-05,3.6758673862760216,1000
2025-01-27,Norrbotten County,248620,7,34,0,1,2.93,0.0,0.0,0.0,1,0.00015420200462606013,3.2031868414289386,1000
2023-04-03,Norrbotten County,248620,20,0,0,193,62.11,0.0,18.26,0.0,1,0.00025700334104343357,3.7420200462606013,1000
2023-11-06,Norrbotten County,248620,20,1055,0,0,3.37,11.63,0.0,0.0,1,0.00015420200462606013,3.8189154459007968,1000
2023-05-01,Norrbotten County,248620,14,0,0,197,2.14,0.0,14.15,0.0,1,0.0,4.2101259316371111,1000
2024-03-04,Norrbotten County,248620,16,0,0,0,7.18,0.0,0.0,0.0,1,0.00046260601387818041,3.5228475970187612,1000
2024-01-22,Norrbotten County,248620,36,17,0,0,221.52,0.0,0.0,0.0,1,0.00025700334104343357,3.8237471087124133,1000
2023-12-11,Norrbotten County,248620,16,590,0,0,20.96,86.8,0.0,0.0,1,5.1400668208686716e-05,3.6459007967103574,1000
2023-07-03,Norrbotten County,248620,41,0,0,0,109.15,0.0,0.0,0.0,1,0.00030840400925212025,5.7649961449498841,1000
2024-10-07,Norrbotten County,248620,17,97,0,185,3.69,0.0,23.36,0.0,1,0.00020560267283474686,3.1920328964276536,1000
2024-03-11,Norrbotten County,248620,13,0,0,0,60.19,0.0,0.0,0.0,1,0.0,3.6666666666666665,1000
2024-08-05,Norrbotten County,248620,9,72,0,0,66.31,326.63,0.0,0.0,1,0.00020560267283474686,4.546029298380879,1000
2024-12-09,Norrbotten County,248620,18,95,0,936,14.11,26.45,76.35,0.0,1,0.00061680801850424051,3.6228732973528657,1000
2023-07-10,Norrbotten County,248620,26,0,0,0,7.86,0.0,0.0,0.0,1,0.00020560267283474686,5.7509123618607045,1000
2024-06-03,Norrbotten County,248620,14,25,0,0,2.48,199.29,0.0,0.0,1,0.0,3.424312516062709,1000
2024-03-18,Norrbotten County,248620,9,0,0,0,1.02,0.0,0.0,0.0,1,0.0,3.6973528655872525,1000
2023-09-18,Orebro County,308375,77,150,0,0,48.54,140.93,0.0,0.0,1,0.000359804677460807,4.1900796710357238,1000
2023-06-26,Orebro County,308375,65,103,0,0,39.58,114.94,0.0,0.0,1,0.00092521202775636081,4.175276278591622,1000
2024-09-02,Orebro County,308375,35,101,0,292,4.6,313.99,22.73,0.0,1,0.00025700334104343357,3.4463634027242356,1000
2024-03-11,Orebro County,308375,50,260,0,0,30.52,249.69,0.0,0.0,1,0.00020560267283474686,3.6913903880750452,1000
2023-08-07,Orebro County,308375,63,162,7,0,23.41,187.72,0.0,0.26,1,0.00051400668208686714,4.3352351580570545,1000
2023-07-31,Orebro County,308375,77,236,4,0,640.07,252.62,0.0,0.16,1,0.000719609354921614,4.1997429966589568,1000
2023-12-25,Orebro County,308375,76,256,0,0,47.74,367.73,0.0,0.0,1,0.00020560267283474686,4.0638396299151891,1000
2024-11-11,Orebro County,308375,20,120,0,124,19.14,138.26,8.49,0.0,1,0.00041120534566949372,3.3409406322282189,1000
2025-01-20,Orebro County,308375,17,89,0,5,2.39,584.47,0.21,0.0,1,0.00046260601387818041,3.5057825751734772,1000
2024-11-25,Orebro County,308375,24,87,0,765,3.52,365.9,74.94,0.0,1,0.000359804677460807,3.1928553071189927,1000
2023-12-11,Orebro County,308375,48,887,0,0,9.95,901.49,0.0,0.0,1,0.00025700334104343357,3.6489848368028786,1000
2023-11-06,Orebro County,308375,57,1032,0,0,9.23,301.2,0.0,0.0,1,0.00046260601387818041,3.7923927011051144,1000
2024-05-06,Orebro County,308375,28,220,0,0,4.22,43.43,0.0,0.0,1,0.00041120534566949372,4.42035466461064,1000
2024-02-12,Orebro County,308375,55,246,0,0,37.71,203.61,0.0,0.0,1,0.00020560267283474686,3.6011822153688,1000
2023-10-16,Orebro County,308375,54,123,0,0,39.1,363.7,0.0,0.0,1,0.00046260601387818041,4.0646106399383193,1000
2023-06-19,Orebro County,308375,50,159,0,0,11.54,282.49,0.0,0.0,1,0.00061680801850424051,3.8271909534823951,1000
2024-06-17,Orebro County,308375,21,74,0,139,2.42,364.95,9.9,0.0,1,0.00030840400925212025,3.9367771781033154,1000
2024-11-18,Orebro County,308375,15,108,0,0,2.07,61.56,0.0,0.0,1,0.000359804677460807,3.3253148290927781,1000
2023-12-04,Orebro County,308375,66,406,0,0,18.84,321.25,0.0,0.0,1,0.00051400668208686714,4.2318170136211775,1000
2023-08-28,Orebro County,308375,82,211,13,0,63.54,284.71,0.0,0.38,1,0.00010280133641737343,4.1667437676689794,1000
2023-08-14,Orebro County,308375,54,184,11,0,66.63,174.73,0.0,0.56,1,0.00020560267283474686,3.9689025957337445,1000
2024-07-22,Orebro County,308375,31,56,0,0,31.4,239.47,0.0,0.0,1,0.00030840400925212025,3.4433821639681317,1000
2024-03-04,Orebro County,308375,62,224,0,0,79.58,234.02,0.0,0.0,1,0.00010280133641737343,3.7123618607041893,1000
2023-11-13,Orebro County,308375,39,286,0,0,7.92,382.6,0.0,0.0,1,0.00015420200462606013,3.8329478283217684,1000
2023-07-03,Orebro County,308375,55,190,0,0,39.0,363.38,0.0,0.0,1,0.00051400668208686714,4.3259316371112826,1000
2024-04-29,Orebro County,308375,32,214,0,0,11.79,542.6,0.0,0.0,1,0.00051400668208686714,4.3069133898740688,1000
2024-07-08,Orebro County,308375,15,45,0,0,0.75,33.6,0.0,0.0,1,0.00010280133641737343,3.8069904908763812,1000
2024-12-02,Ostergotland County,472446,43,128,1,650,8.3,419.48,62.49,0.11,1,0.00020560267283474686,4.8276535594962731,1000
2023-08-07,Ostergotland County,472446,95,363,15,0,134.19,843.76,0.0,0.69,1,0.0010280133641737343,6.67437676689797,1000
2024-11-18,Ostergotland County,472446,25,150,0,0,6.47,234.6,0.0,0.0,1,0.00061680801850424051,4.7396556155230014,1000
2023-08-14,Ostergotland County,472446,106,314,15,0,100.43,1031.53,0.0,0.52,1,0.00046260601387818041,6.1083526085839113,1000
2024-03-25,Ostergotland County,472446,53,379,0,0,26.61,621.55,0.0,0.0,1,0.00061680801850424051,5.9264970444615779,1000
