date,region,population,google_ads_impressions,display_impressions,facebook_impressions,google_ads_cost,facebook_cost,display_cost,conversions
2024-06-24,Vasternorrland County,241458,43,0,0,315.52,0.0,0.0,2
2024-06-24,Vasterbotten County,281138,82,0,0,648.19,0.0,0.0,1
2024-06-24,Varmland County,283384,122,0,0,405.46,0.0,0.0,1
2024-06-24,Uppsala County,407912,102,0,0,184.79,0.0,0.0,1
2024-06-24,Stockholm County,2473307,1882,0,0,3965.52,0.0,0.0,7
2024-06-24,Sodermanland County,301542,76,0,0,28.3,0.0,0.0,1
2024-06-24,Skane County,1428626,652,0,0,1785.24,0.0,0.0,6
2024-06-24,Ostergotland County,472446,134,0,0,656.25,0.0,0.0,2
2024-06-24,Orebro County,308375,90,0,0,123.3,0.0,0.0,1
2024-06-24,Kronoberg County,203351,31,0,0,168.28,0.0,0.0,2
2024-06-24,Kalmar County,246352,61,0,0,140.63,0.0,0.0,1
2024-06-24,Jonkoping County,370009,132,0,0,114.63,0.0,0.0,4
2024-06-24,Halland County,345074,391,0,12179,744.3,370.06,0.0,5
2024-06-24,Gavleborg County,284558,142,0,0,437.05,0.0,0.0,1
2024-06-24,Blekinge County,157223,48,0,0,207.28,0.0,0.0,2
2024-07-01,Vastra Gotaland County,1772821,9430,20826,198215,26178.89,9214.13,1023.14,23
2024-07-01,Vasternorrland County,241458,45,0,0,55.69,0.0,0.0,2
2024-07-01,Varmland County,283384,95,0,0,339.66,0.0,0.0,1
2024-07-01,Uppsala County,407912,110,0,0,136.77,0.0,0.0,3
2024-07-01,Stockholm County,2473307,1552,0,0,3931.33,0.0,0.0,6
2024-07-01,Skane County,1428626,633,0,0,2524.41,0.0,0.0,7
2024-07-01,Ostergotland County,472446,116,0,0,269.72,0.0,0.0,1
2024-07-01,Norrbotten County,248620,45,0,0,2.3,0.0,0.0,1
2024-07-01,Kronoberg County,203351,78,0,0,293.09,0.0,0.0,2
2024-07-01,Jonkoping County,370009,100,0,0,50.01,0.0,0.0,2
2024-07-01,Halland County,345074,411,0,14258,1174.0,392.94,0.0,3
2024-07-01,Gavleborg County,284558,77,0,0,154.95,0.0,0.0,1
2024-07-01,Dalarna County,286546,46,0,0,40.94,0.0,0.0,4
2024-07-01,Blekinge County,157223,25,0,0,44.21,0.0,0.0,2
2024-07-08,Vastra Gotaland County,1772821,6652,22827,269688,23544.49,10589.38,997.72,26
2024-07-08,Vastmanland County,281158,41,0,0,63.52,0.0,0.0,1
2024-07-08,Vasternorrland County,241458,48,0,0,32.1,0.0,0.0,1
2024-07-08,Vasterbotten County,281138,78,0,0,458.76,0.0,0.0,1
2024-07-08,Varmland County,283384,83,0,0,79.15,0.0,0.0,1
2024-07-08,Uppsala County,407912,111,0,0,361.23,0.0,0.0,3
2024-07-08,Stockholm County,2473307,1204,0,0,3479.77,0.0,0.0,7
2024-07-08,Sodermanland County,301542,82,0,0,141.94,0.0,0.0,2
2024-07-08,Skane County,1428626,598,1,0,1744.21,0.0,0.02,8
2024-07-08,Ostergotland County,472446,100,0,0,98.69,0.0,0.0,1
2024-07-08,Orebro County,308375,60,0,0,34.35,0.0,0.0,1
2024-07-08,Norrbotten County,248620,41,0,0,73.19,0.0,0.0,1
2024-07-08,Kronoberg County,203351,64,0,0,0.45,0.0,0.0,1
2024-07-08,Kalmar County,246352,83,0,0,256.3,0.0,0.0,1
2024-07-08,Jonkoping County,370009,97,0,0,199.89,0.0,0.0,3
2024-07-08,Halland County,345074,349,0,11900,925.94,331.27,0.0,6
2024-07-08,Gotland County,60971,17,0,0,252.76,0.0,0.0,1
2024-07-08,Dalarna County,286546,65,0,0,253.4,0.0,0.0,1
2024-07-08,Blekinge County,157223,30,0,0,203.81,0.0,0.0,1
2024-07-15,Vastra Gotaland County,1772821,5516,23103,250550,21592.24,10044.82,936.31,11
2024-07-15,Vastmanland County,281158,53,0,0,59.32,0.0,0.0,1
2024-07-15,Varmland County,283384,72,0,0,570.8,0.0,0.0,1
2024-07-15,Uppsala County,407912,92,0,0,593.94,0.0,0.0,1
2024-07-15,Stockholm County,2473307,1196,0,0,4209.18,0.0,0.0,2
2024-07-15,Sodermanland County,301542,75,0,0,496.73,0.0,0.0,2
2024-07-15,Skane County,1428626,457,1,0,1111.01,0.0,0.03,1
2024-07-15,Kronoberg County,203351,39,0,0,215.09,0.0,0.0,1
2024-07-15,Halland County,345074,266,2,11407,747.81,306.41,0.06,1
2024-07-22,Vastra Gotaland County,1772821,5121,19629,241077,15524.64,9454.79,803.3,11
2024-07-22,Vasternorrland County,241458,47,0,0,19.2,0.0,0.0,1
2024-07-22,Stockholm County,2473307,1464,0,0,2649.7,0.0,0.0,1
2024-07-22,Skane County,1428626,655,0,0,1214.22,0.0,0.0,1
2024-07-22,Ostergotland County,472446,109,0,0,237.08,0.0,0.0,1
2024-07-22,Orebro County,308375,87,0,0,270.87,0.0,0.0,1
2024-07-22,Kronoberg County,203351,48,0,0,359.05,0.0,0.0,1
2024-07-22,Halland County,345074,242,1,10477,675.33,226.79,0.02,1
2024-07-22,Blekinge County,157223,51,0,0,135.12,0.0,0.0,1
2024-07-29,Vastra Gotaland County,1772821,5729,18669,243590,25129.34,9436.65,849.2,9
2024-07-29,Vastmanland County,281158,76,0,0,149.33,0.0,0.0,1
2024-07-29,Uppsala County,407912,100,0,0,322.62,0.0,0.0,1
2024-07-29,Stockholm County,2473307,1755,0,0,5327.11,0.0,0.0,4
2024-07-29,Sodermanland County,301542,84,0,0,320.62,0.0,0.0,1
2024-07-29,Skane County,1428626,714,0,0,3267.48,0.0,0.0,2
2024-07-29,Ostergotland County,472446,138,0,0,609.24,0.0,0.0,1
2024-07-29,Halland County,345074,255,1,10402,1221.11,224.34,0.04,3
2024-07-29,Dalarna County,286546,67,0,0,237.45,0.0,0.0,1
2024-08-05,Vastra Gotaland County,1772821,5815,23932,248450,22881.51,10215.58,1023.05,23
2024-08-05,Vasternorrland County,241458,67,0,0,283.0,0.0,0.0,1
2024-08-05,Uppsala County,407912,136,0,0,548.24,0.0,0.0,3
2024-08-05,Stockholm County,2473307,1990,0,0,9350.68,0.0,0.0,6
2024-08-05,Sodermanland County,301542,102,0,0,500.29,0.0,0.0,3
2024-08-05,Skane County,1428626,782,0,0,3129.93,0.0,0.0,4
2024-08-05,Ostergotland County,472446,155,0,0,158.0,0.0,0.0,2
2024-08-05,Norrbotten County,248620,81,0,0,392.93,0.0,0.0,1
2024-08-05,Kronoberg County,203351,52,0,0,521.15,0.0,0.0,2
2024-08-05,Kalmar County,246352,86,0,0,401.24,0.0,0.0,1
2024-08-05,Jonkoping County,370009,131,0,0,659.54,0.0,0.0,2
2024-08-05,Jamtland County,132839,30,0,0,69.92,0.0,0.0,1
2024-08-05,Halland County,345074,223,1,10505,408.53,225.76,0.02,4
2024-08-05,Gavleborg County,284558,164,0,0,353.17,0.0,0.0,1
2024-08-05,Blekinge County,157223,40,0,0,250.34,0.0,0.0,1
2024-08-12,Vastra Gotaland County,1772821,7906,18697,229679,27211.26,10002.41,955.54,20
2024-08-12,Vastmanland County,281158,90,0,0,547.39,0.0,0.0,3
2024-08-12,Vasternorrland County,241458,64,0,0,203.54,0.0,0.0,4
2024-08-12,Varmland County,283384,107,0,0,451.11,0.0,0.0,1
2024-08-12,Uppsala County,407912,134,0,0,134.68,0.0,0.0,2
2024-08-12,Stockholm County,2473307,2043,0,0,5718.69,0.0,0.0,2
2024-08-12,Skane County,1428626,700,0,0,3716.44,0.0,0.0,5
2024-08-12,Ostergotland County,472446,126,0,0,380.95,0.0,0.0,2
2024-08-12,Orebro County,308375,96,0,0,329.36,0.0,0.0,1
2024-08-12,Norrbotten County,248620,83,0,0,667.23,0.0,0.0,1
2024-08-12,Kronoberg County,203351,35,0,0,91.44,0.0,0.0,2
2024-08-12,Kalmar County,246352,59,0,0,234.29,0.0,0.0,1
2024-08-12,Jonkoping County,370009,90,0,0,318.78,0.0,0.0,2
2024-08-12,Halland County,345074,293,0,10710,910.97,290.99,0.0,3
2024-08-12,Gavleborg County,284558,114,0,0,552.23,0.0,0.0,1
2024-08-12,Dalarna County,286546,70,0,0,198.53,0.0,0.0,1
2024-08-19,Vastra Gotaland County,1772821,10045,15336,217886,31056.88,10149.33,854.34,24
2024-08-19,Vasternorrland County,241458,56,0,59,194.85,14.85,0.0,1
2024-08-19,Varmland County,283384,117,0,71,1428.22,22.24,0.0,1
2024-08-19,Uppsala County,407912,136,0,71,577.8,18.28,0.0,1
2024-08-19,Stockholm County,2473307,2108,0,433,4157.64,132.13,0.0,6
2024-08-19,Skane County,1428626,633,0,295,1499.34,104.82,0.0,6
2024-08-19,Ostergotland County,472446,114,0,69,233.02,26.85,0.0,2
2024-08-19,Orebro County,308375,80,0,63,4.51,19.21,0.0,1
2024-08-19,Kronoberg County,203351,63,0,40,254.2,12.55,0.0,1
2024-08-19,Jonkoping County,370009,120,0,111,175.55,36.64,0.0,2
2024-08-19,Halland County,345074,308,0,10376,811.03,362.98,0.0,4
2024-08-19,Dalarna County,286546,71,0,82,72.22,21.2,0.0,1
2024-08-19,Blekinge County,157223,65,0,45,9.13,11.9,0.0,2
2024-08-26,Vastra Gotaland County,1772821,8874,9388,206230,25614.38,10088.45,556.42,21
2024-08-26,Vastmanland County,281158,61,0,27,226.89,9.42,0.0,2
2024-08-26,Vasternorrland County,241458,46,0,34,247.65,7.0,0.0,2
2024-08-26,Varmland County,283384,116,0,21,493.46,3.51,0.0,1
2024-08-26,Uppsala County,407912,120,0,39,173.78,6.65,0.0,2
2024-08-26,Stockholm County,2473307,2011,0,69554,7650.87,2234.91,0.0,7
2024-08-26,Skane County,1428626,653,0,186,1861.02,45.17,0.0,9
2024-08-26,Ostergotland County,472446,116,0,41,318.54,11.16,0.0,2
2024-08-26,Orebro County,308375,72,0,32,512.77,3.3,0.0,1
2024-08-26,Kronoberg County,203351,30,0,21,0.9,5.74,0.0,2
2024-08-26,Jonkoping County,370009,102,0,68,102.16,17.54,0.0,2
2024-08-26,Jamtland County,132839,26,0,16,2.88,3.43,0.0,2
2024-08-26,Halland County,345074,353,0,9311,1139.99,325.66,0.0,5
2024-08-26,Gotland County,60971,7,0,7,0.62,1.16,0.0,1
2024-08-26,Gavleborg County,284558,107,0,43,40.79,7.04,0.0,1
2024-08-26,Dalarna County,286546,61,0,45,152.61,7.21,0.0,1
2024-08-26,Blekinge County,157223,25,0,16,146.86,4.67,0.0,2
2024-09-02,Vastra Gotaland County,1772821,10563,19155,209582,28322.57,9644.62,1060.98,21
2024-09-02,Varmland County,283384,161,0,286,641.48,22.11,0.0,1
2024-09-02,Uppsala County,407912,176,0,223,1209.88,16.93,0.0,1
2024-09-02,Stockholm County,2473307,2913,0,164837,9298.87,5447.79,0.0,8
2024-09-02,Sodermanland County,301542,133,0,266,1138.26,24.71,0.0,1
2024-09-02,Skane County,1428626,878,0,985,1854.65,92.52,0.0,9
2024-09-02,Ostergotland County,472446,170,0,379,406.72,38.53,0.0,2
2024-09-02,Orebro County,308375,136,0,292,318.59,22.73,0.0,1
2024-09-02,Kronoberg County,203351,65,0,143,300.45,11.82,0.0,2
2024-09-02,Kalmar County,246352,82,0,190,148.25,16.51,0.0,2
2024-09-02,Jonkoping County,370009,165,0,364,225.08,38.74,0.0,3
2024-09-02,Jamtland County,132839,34,0,133,21.73,13.9,0.0,1
2024-09-02,Halland County,345074,377,351,9793,879.37,323.51,27.27,3
2024-09-02,Gotland County,60971,23,0,61,1.16,5.93,0.0,1
2024-09-02,Gavleborg County,284558,168,0,401,17.12,32.41,0.0,1
2024-09-02,Dalarna County,286546,100,0,358,463.67,31.96,0.0,1
2024-09-09,Vastra Gotaland County,1772821,9404,19203,212806,27021.74,9375.39,1412.05,23
2024-09-09,Vasterbotten County,281138,113,0,150,163.0,25.58,0.0,1
2024-09-09,Varmland County,283384,159,0,173,543.66,28.23,0.0,1
2024-09-09,Uppsala County,407912,164,0,131,498.0,21.73,0.0,2
2024-09-09,Stockholm County,2473307,2460,0,162783,8763.91,5492.51,0.0,4
2024-09-09,Sodermanland County,301542,113,0,158,328.34,26.69,0.0,2
2024-09-09,Skane County,1428626,760,0,640,1960.11,105.82,0.0,4
2024-09-09,Ostergotland County,472446,132,0,193,710.68,30.47,0.0,1
2024-09-09,Norrbotten County,248620,69,0,107,57.72,17.47,0.0,1
2024-09-09,Kronoberg County,203351,54,0,104,17.64,14.21,0.0,2
2024-09-09,Kalmar County,246352,80,0,112,341.0,21.29,0.0,1
2024-09-09,Jonkoping County,370009,184,0,252,292.05,43.98,0.0,2
2024-09-09,Jamtland County,132839,32,0,87,420.19,15.41,0.0,1
2024-09-09,Halland County,345074,388,430,9596,440.06,347.93,32.96,5
2024-09-09,Gavleborg County,284558,152,0,196,272.37,34.63,0.0,2
2024-09-16,Vastra Gotaland County,1772821,10869,300867,205201,32132.01,9500.12,20068.06,21
2024-09-16,Vastmanland County,281158,88,0,116,906.47,29.12,0.0,1
2024-09-16,Vasternorrland County,241458,79,0,127,8.13,32.28,0.0,2
2024-09-16,Vasterbotten County,281138,91,0,114,95.74,22.95,0.0,1
2024-09-16,Varmland County,283384,166,0,117,141.01,20.65,0.0,2
2024-09-16,Uppsala County,407912,172,0,130,668.58,28.77,0.0,2
2024-09-16,Stockholm County,2473307,2718,0,56521,6243.42,2952.24,0.0,4
2024-09-16,Sodermanland County,301542,122,0,115,189.68,29.77,0.0,1
2024-09-16,Skane County,1428626,791,0,578,2059.94,135.33,0.0,5
2024-09-16,Ostergotland County,472446,136,0,175,222.45,35.34,0.0,2
2024-09-16,Orebro County,308375,137,0,138,186.56,26.01,0.0,1
2024-09-16,Kronoberg County,203351,45,0,95,37.03,16.65,0.0,2
2024-09-16,Kalmar County,246352,74,0,83,2.13,21.15,0.0,1
2024-09-16,Jonkoping County,370009,126,0,206,459.26,56.65,0.0,2
2024-09-16,Halland County,345074,406,33025,9209,698.03,320.0,2122.41,5
2024-09-16,Gotland County,60971,18,0,27,0.0,7.05,0.0,1
2024-09-16,Gavleborg County,284558,135,0,166,163.07,31.64,0.0,1
2024-09-16,Dalarna County,286546,100,0,151,62.53,37.77,0.0,2
2024-09-23,Vastra Gotaland County,1772821,12110,235336,199878,28291.85,9221.78,15836.9,19
2024-09-23,Vasternorrland County,241458,36,0,26,5.38,6.56,0.0,2
2024-09-23,Vasterbotten County,281138,98,0,28,231.36,4.19,0.0,1
2024-09-23,Varmland County,283384,187,0,11,895.95,0.84,0.0,4
2024-09-23,Uppsala County,407912,148,0,20,349.1,6.09,0.0,3
2024-09-23,Stockholm County,2473307,2994,0,115103,6041.29,6220.43,0.0,7
2024-09-23,Sodermanland County,301542,97,0,24,220.1,2.9,0.0,3
2024-09-23,Skane County,1428626,850,0,129,1575.44,30.12,0.0,8
2024-09-23,Other,0,0,0,0,0.0,0.0,0.0,2
2024-09-23,Ostergotland County,472446,126,0,42,241.25,9.42,0.0,2
2024-09-23,Kronoberg County,203351,57,0,19,73.32,2.22,0.0,2
2024-09-23,Jonkoping County,370009,158,0,48,250.82,9.28,0.0,1
2024-09-23,Jamtland County,132839,41,0,23,18.14,4.84,0.0,2
2024-09-23,Halland County,345074,410,25475,8555,1673.06,331.44,1753.65,5
2024-09-23,Gotland County,60971,22,0,3,0.46,0.44,0.0,1
2024-09-23,Gavleborg County,284558,140,0,32,535.58,4.1,0.0,4
2024-09-23,Dalarna County,286546,96,0,31,315.6,6.08,0.0,2
2024-09-30,Vastra Gotaland County,1772821,11633,147785,198723,27046.9,9387.67,10067.91,20
2024-09-30,Vastmanland County,281158,112,0,90,54.83,12.16,0.0,2
2024-09-30,Vasternorrland County,241458,79,0,125,26.89,23.18,0.0,1
2024-09-30,Varmland County,283384,227,0,124,256.9,22.51,0.0,4
2024-09-30,Uppsala County,407912,174,0,104,428.99,17.91,0.0,2
2024-09-30,Stockholm County,2473307,3414,0,99145,9004.54,5461.52,0.0,7
2024-09-30,Sodermanland County,301542,150,0,106,213.53,26.23,0.0,1
2024-09-30,Skane County,1428626,873,0,478,1594.11,103.56,0.0,5
2024-09-30,Ostergotland County,472446,218,0,172,248.52,37.98,0.0,2
2024-09-30,Orebro County,308375,180,0,92,470.07,15.22,0.0,2
2024-09-30,Kronoberg County,203351,96,0,94,384.76,12.45,0.0,2
2024-09-30,Kalmar County,246352,99,0,93,73.86,16.82,0.0,3
2024-09-30,Jonkoping County,370009,163,0,160,115.32,35.15,0.0,2
2024-09-30,Jamtland County,132839,44,0,59,18.22,15.65,0.0,1
2024-09-30,Halland County,345074,477,19381,8751,1418.38,308.14,1077.51,4
2024-09-30,Gavleborg County,284558,204,0,138,986.57,26.25,0.0,1
2024-09-30,Dalarna County,286546,143,0,130,398.3,31.91,0.0,1
2024-09-30,Blekinge County,157223,54,0,71,69.83,15.44,0.0,1
2024-10-07,Vastra Gotaland County,1772821,10519,147969,196589,27650.42,9406.03,10081.78,23
2024-10-07,Vasternorrland County,241458,73,0,243,147.03,30.48,0.0,2
2024-10-07,Varmland County,283384,185,0,275,272.37,23.96,0.0,2
2024-10-07,Uppsala County,407912,197,0,259,877.68,26.73,0.0,2
2024-10-07,Stockholm County,2473307,3106,0,1284,7365.91,187.26,0.0,6
2024-10-07,Sodermanland County,301542,135,0,263,783.84,28.98,0.0,1
2024-10-07,Skane County,1428626,930,3,1068,3156.46,125.78,0.15,7
2024-10-07,Ostergotland County,472446,216,0,342,460.34,43.19,0.0,1
2024-10-07,Orebro County,308375,150,0,258,46.01,28.35,0.0,2
2024-10-07,Norrbotten County,248620,114,0,185,3.69,23.36,0.0,1
2024-10-07,Kalmar County,246352,80,0,241,87.75,25.66,0.0,1
2024-10-07,Jonkoping County,370009,201,0,388,441.31,47.96,0.0,1
2024-10-07,Jamtland County,132839,47,0,150,600.7,17.64,0.0,1
2024-10-07,Halland County,345074,426,20204,8832,689.86,335.68,1060.26,4
2024-10-07,Gavleborg County,284558,156,0,295,234.11,39.4,0.0,1
2024-10-07,Blekinge County,157223,70,0,188,132.82,21.8,0.0,2
2024-10-14,Vastra Gotaland County,1772821,10299,129339,189317,26418.78,9259.82,9039.56,20
2024-10-14,Vasternorrland County,241458,81,0,30,19.6,6.06,0.0,1
2024-10-14,Vasterbotten County,281138,201,0,29,954.76,3.37,0.0,1
2024-10-14,Varmland County,283384,155,0,34,420.93,2.35,0.0,1
2024-10-14,Uppsala County,407912,161,0,46,414.41,3.93,0.0,2
2024-10-14,Stockholm County,2473307,3023,0,196,8117.69,31.57,0.0,9
2024-10-14,Sodermanland County,301542,131,0,42,192.76,5.91,0.0,1
2024-10-14,Skane County,1428626,882,0,131,1761.93,19.79,0.0,8
2024-10-14,Ostergotland County,472446,151,0,56,588.68,6.86,0.0,2
2024-10-14,Norrbotten County,248620,93,0,32,243.21,3.93,0.0,2
2024-10-14,Kronoberg County,203351,73,0,20,106.61,2.67,0.0,1
2024-10-14,Kalmar County,246352,95,0,35,0.93,2.37,0.0,2
2024-10-14,Jonkoping County,370009,184,0,60,341.64,6.62,0.0,3
2024-10-14,Jamtland County,132839,39,0,16,1.01,1.62,0.0,1
2024-10-14,Halland County,345074,509,18680,8174,1372.92,299.68,976.02,5
2024-10-14,Dalarna County,286546,79,0,62,14.03,8.38,0.0,3
2024-10-21,Vastra Gotaland County,1772821,10567,121632,230391,29739.75,12866.7,8370.46,20
2024-10-21,Vastmanland County,281158,117,0,631,1198.59,67.13,0.0,1
2024-10-21,Vasternorrland County,241458,63,0,630,28.88,76.7,0.0,1
2024-10-21,Vasterbotten County,281138,175,0,712,5.87,83.71,0.0,3
2024-10-21,Varmland County,283384,215,0,673,1244.19,70.97,0.0,2
2024-10-21,Uppsala County,407912,198,0,708,170.16,78.7,0.0,1
2024-10-21,Stockholm County,2473307,2728,0,4257,4715.65,533.59,0.0,3
2024-10-21,Sodermanland County,301542,139,0,639,18.33,68.25,0.0,1
2024-10-21,Skane County,1428626,1003,0,2869,2364.1,331.9,0.0,4
2024-10-21,Ostergotland County,472446,160,0,896,270.5,99.66,0.0,2
2024-10-21,Kronoberg County,203351,72,0,411,28.24,42.87,0.0,1
2024-10-21,Jamtland County,132839,44,0,330,80.27,39.22,0.0,1
2024-10-21,Halland County,345074,499,16172,12398,1607.71,547.92,851.09,4
2024-10-21,Gavleborg County,284558,201,0,862,311.36,98.67,0.0,2
2024-10-21,Dalarna County,286546,121,0,824,9.42,93.76,0.0,4
2024-10-28,Vastra Gotaland County,1772821,10253,64633,238932,28968.31,12447.38,4453.23,22
2024-10-28,Vastmanland County,281158,144,0,193,861.9,19.83,0.0,1
2024-10-28,Varmland County,283384,166,0,203,253.99,12.82,0.0,2
2024-10-28,Uppsala County,407912,128,0,258,0.73,16.64,0.0,1
2024-10-28,Stockholm County,2473307,2392,0,1628,5468.11,150.48,0.0,4
2024-10-28,Sodermanland County,301542,108,0,231,557.29,24.65,0.0,1
2024-10-28,Skane County,1428626,866,1,977,2526.02,80.64,0.05,5
2024-10-28,Ostergotland County,472446,147,0,318,483.28,29.71,0.0,1
2024-10-28,Orebro County,308375,115,0,221,317.5,18.42,0.0,2
2024-10-28,Norrbotten County,248620,109,0,203,186.1,18.39,0.0,1
2024-10-28,Kronoberg County,203351,79,0,139,194.68,11.92,0.0,1
2024-10-28,Jonkoping County,370009,147,0,317,48.84,27.09,0.0,2
2024-10-28,Halland County,345074,385,6827,11723,787.35,508.31,355.4,2
2024-10-28,Gotland County,60971,16,0,56,0.36,5.22,0.0,1
2024-10-28,Gavleborg County,284558,147,0,245,1.96,25.57,0.0,2
2024-10-28,Dalarna County,286546,104,0,217,182.16,19.2,0.0,1
2024-11-04,Vastra Gotaland County,1772821,10901,14645,259648,32945.44,15347.95,1442.44,14
2024-11-04,Vasternorrland County,241458,59,0,2,614.54,0.16,0.0,1
2024-11-04,Varmland County,283384,179,0,6,161.69,0.28,0.0,1
2024-11-04,Uppsala County,407912,180,0,0,34.15,0.0,0.0,2
2024-11-04,Stockholm County,2473307,2996,0,2,6294.8,0.18,0.0,1
2024-11-04,Skane County,1428626,1094,0,1,1402.03,0.03,0.0,6
2024-11-04,Kronoberg County,203351,90,0,1,28.67,0.03,0.0,2
2024-11-04,Kalmar County,246352,108,0,3,126.62,0.09,0.0,1
2024-11-04,Jonkoping County,370009,166,0,7,93.79,0.15,0.0,2
2024-11-04,Halland County,345074,456,389,12077,1702.01,516.23,39.3,3
2024-11-11,Vastra Gotaland County,1772821,10080,13869,267284,29587.77,18449.92,1371.85,19
2024-11-11,Varmland County,283384,196,0,234,300.88,13.75,0.0,2
2024-11-11,Uppsala County,407912,146,0,122,618.68,8.2,0.0,4
2024-11-11,Stockholm County,2473307,2646,0,672,4508.46,48.31,0.0,5
2024-11-11,Sodermanland County,301542,111,0,117,1134.79,7.59,0.0,1
2024-11-11,Skane County,1428626,938,0,595,2247.57,37.24,0.0,4
2024-11-11,Orebro County,308375,140,0,124,157.4,8.49,0.0,1
2024-11-11,Norrbotten County,248620,84,0,117,120.37,8.08,0.0,4
2024-11-11,Jamtland County,132839,24,0,49,0.31,2.96,0.0,1
2024-11-11,Halland County,345074,487,371,12133,348.64,562.76,37.71,4
2024-11-11,Blekinge County,157223,72,0,80,125.76,4.49,0.0,1
2024-11-18,Vastra Gotaland County,1772821,8610,14497,261854,33203.84,20573.29,1237.74,22
2024-11-18,Vastmanland County,281158,109,0,0,7.01,0.0,0.0,1
2024-11-18,Varmland County,283384,209,0,5,398.38,0.12,0.0,3
2024-11-18,Uppsala County,407912,196,0,0,649.18,0.0,0.0,2
2024-11-18,Stockholm County,2473307,2495,0,3,2884.01,0.12,0.0,5
2024-11-18,Skane County,1428626,961,2,0,2863.63,0.0,0.17,3
2024-11-18,Ostergotland County,472446,175,0,0,241.07,0.0,0.0,1
2024-11-18,Orebro County,308375,123,0,0,63.63,0.0,0.0,1
2024-11-18,Kronoberg County,203351,79,0,0,49.45,0.0,0.0,1
2024-11-18,Kalmar County,246352,108,0,4,136.21,0.12,0.0,2
2024-11-18,Jonkoping County,370009,195,0,11,503.86,0.41,0.0,1
2024-11-18,Jamtland County,132839,27,0,0,0.01,0.0,0.0,1
2024-11-18,Halland County,345074,466,400,10925,523.37,490.59,39.8,2
2024-11-18,Gavleborg County,284558,200,0,0,420.61,0.0,0.0,1
2024-11-18,Dalarna County,286546,117,0,2,61.07,0.08,0.0,1
2024-11-18,Blekinge County,157223,109,0,0,23.61,0.0,0.0,1
2024-11-25,Vastra Gotaland County,1772821,9172,12568,230045,28128.9,18838.42,1024.71,13
2024-11-25,Vastmanland County,281158,89,0,738,416.07,94.23,0.0,2
2024-11-25,Varmland County,283384,142,0,901,269.08,83.5,0.0,1
2024-11-25,Uppsala County,407912,145,0,819,43.59,83.21,0.0,2
2024-11-25,Stockholm County,2473307,2552,0,4854,5057.28,655.32,0.0,4
2024-11-25,Skane County,1428626,844,1,3883,1465.65,446.78,0.09,4
2024-11-25,Ostergotland County,472446,123,0,925,291.27,116.65,0.0,1
2024-11-25,Orebro County,308375,111,0,765,369.42,74.94,0.0,1
2024-11-25,Norrbotten County,248620,96,0,685,90.26,76.47,0.0,1
2024-11-25,Kronoberg County,203351,63,0,460,177.92,45.96,0.0,2
2024-11-25,Kalmar County,246352,93,0,811,42.42,74.85,0.0,2
2024-11-25,Jonkoping County,370009,141,0,1156,382.39,126.95,0.0,2
2024-11-25,Halland County,345074,418,350,10741,1505.91,631.11,29.21,2
2024-11-25,Blekinge County,157223,83,0,549,640.13,62.53,0.0,2
2024-12-02,Vastra Gotaland County,1772821,10945,15243,236966,29316.33,16797.35,1259.7,16
2024-12-02,Vasternorrland County,241458,59,0,539,379.42,58.65,0.0,1
2024-12-02,Varmland County,283384,152,0,506,179.02,47.84,0.0,2
2024-12-02,Stockholm County,2473307,3183,0,3371,6603.82,472.88,0.0,4
2024-12-02,Sodermanland County,301542,168,0,591,508.01,74.38,0.0,1
2024-12-02,Skane County,1428626,1013,0,2663,1581.56,305.66,0.0,4
2024-12-02,Ostergotland County,472446,171,1,650,427.78,62.49,0.11,1
2024-12-02,Kronoberg County,203351,86,0,401,492.21,49.1,0.0,1
2024-12-02,Kalmar County,246352,128,0,548,351.96,68.68,0.0,1
2024-12-02,Jonkoping County,370009,217,0,837,23.74,101.74,0.0,3
2024-12-02,Jamtland County,132839,35,0,258,21.13,30.38,0.0,1
2024-12-02,Halland County,345074,412,460,11405,919.59,559.38,39.14,4
2024-12-02,Gavleborg County,284558,206,0,762,1072.32,93.84,0.0,1
2024-12-09,Vastra Gotaland County,1772821,15754,16605,251203,32778.28,16897.06,1210.61,20
2024-12-09,Vasternorrland County,241458,80,0,971,65.71,54.0,0.0,2
2024-12-09,Varmland County,283384,279,1,1049,102.72,48.7,0.12,1
2024-12-09,Uppsala County,407912,211,0,968,155.36,63.34,0.0,2
2024-12-09,Stockholm County,2473307,4068,4,4749,4686.91,334.35,0.35,11
2024-12-09,Sodermanland County,301542,205,0,940,365.79,64.21,0.0,2
2024-12-09,Skane County,1428626,1336,0,4255,1391.46,293.6,0.0,5
2024-12-09,Ostergotland County,472446,244,0,1501,137.75,77.08,0.0,3
2024-12-09,Orebro County,308375,244,0,991,181.3,62.53,0.0,3
2024-12-09,Norrbotten County,248620,113,0,936,40.56,76.35,0.0,1
2024-12-09,Kronoberg County,203351,131,0,711,37.32,51.67,0.0,1
2024-12-09,Kalmar County,246352,119,0,993,121.05,71.06,0.0,1
2024-12-09,Jonkoping County,370009,226,0,1264,105.53,85.86,0.0,2
2024-12-09,Jamtland County,132839,33,0,477,0.57,26.66,0.0,1
2024-12-09,Halland County,345074,660,439,12296,1313.94,574.46,31.18,4
2024-12-09,Gavleborg County,284558,253,0,1142,1195.68,77.96,0.0,1
