date,region,population,google_ads_impressions,display_impressions,facebook_impressions,google_ads_cost,facebook_cost,display_cost,conversions
2024-12-09,Dalarna County,286546,168,0,1372,37.22,84.13,0.0,2
2024-12-09,Blekinge County,157223,149,0,577,235.51,29.92,0.0,1
2024-12-16,Vastra Gotaland County,1772821,10555,15908,262376,28583.71,16855.6,1100.87,22
2024-12-16,Vastmanland County,281158,103,0,590,158.06,87.17,0.0,2
2024-12-16,Vasternorrland County,241458,59,0,350,4.66,45.18,0.0,1
2024-12-16,Varmland County,283384,182,0,409,1169.29,47.41,0.0,2
2024-12-16,Uppsala County,407912,119,0,314,647.33,38.09,0.0,1
2024-12-16,Stockholm County,2473307,2555,0,2290,6586.26,314.06,0.0,10
2024-12-16,Sodermanland County,301542,106,0,572,59.3,79.26,0.0,2
2024-12-16,Skane County,1428626,853,0,2112,1726.32,261.84,0.0,11
2024-12-16,Ostergotland County,472446,148,0,673,101.64,83.45,0.0,1
2024-12-16,Orebro County,308375,138,0,585,230.82,84.07,0.0,1
2024-12-16,Kronoberg County,203351,79,0,314,174.72,49.49,0.0,2
2024-12-16,Kalmar County,246352,138,0,446,459.96,63.68,0.0,1
2024-12-16,Jonkoping County,370009,162,0,696,117.3,92.73,0.0,3
2024-12-16,Halland County,345074,464,430,12197,468.01,541.66,30.93,4
2024-12-16,Dalarna County,286546,103,0,521,1215.22,65.89,0.0,1
2024-12-16,Blekinge County,157223,70,0,266,244.65,35.19,0.0,1
2024-12-23,Vastra Gotaland County,1772821,7123,11403,339363,26308.52,16933.06,931.04,3
2024-12-23,Uppsala County,407912,102,0,711,102.34,60.1,0.0,1
2024-12-23,Stockholm County,2473307,1777,0,3603,3999.1,338.6,0.0,2
2024-12-23,Halland County,345074,396,346,14972,1624.86,558.14,26.77,2
2025-01-06,Vastra Gotaland County,1772821,8033,68235,0,20440.56,0.0,3620.95,10
2025-01-06,Varmland County,283384,95,0,0,311.19,0.0,0.0,1
2025-01-06,Stockholm County,2473307,1372,0,0,4063.94,0.0,0.0,1
2025-01-06,Halland County,345074,379,1493,0,672.03,0.0,76.33,1
2025-01-13,Vastra Gotaland County,1772821,10834,135935,370186,27027.66,16446.04,6746.02,20
2025-01-13,Vasternorrland County,241458,54,0,1,1113.34,0.03,0.0,2
2025-01-13,Varmland County,283384,134,0,5,46.9,0.09,0.0,1
2025-01-13,Uppsala County,407912,109,0,0,4.65,0.0,0.0,1
2025-01-13,Stockholm County,2473307,2339,0,6,8097.96,0.11,0.0,5
2025-01-13,Sodermanland County,301542,83,0,0,174.61,0.0,0.0,1
2025-01-13,Skane County,1428626,831,0,3,1938.58,0.07,0.0,8
2025-01-13,Ostergotland County,472446,129,0,2,103.28,0.01,0.0,1
2025-01-13,Orebro County,308375,104,0,0,41.75,0.0,0.0,1
2025-01-13,Kronoberg County,203351,76,0,0,23.92,0.0,0.0,2
2025-01-13,Kalmar County,246352,92,0,2,74.22,0.13,0.0,1
2025-01-13,Jonkoping County,370009,130,0,8,297.44,0.47,0.0,1
2025-01-13,Jamtland County,132839,36,0,1,162.58,0.06,0.0,1
2025-01-13,Halland County,345074,430,3486,15397,1416.09,491.52,171.34,5
2025-01-13,Gavleborg County,284558,141,0,0,431.42,0.0,0.0,3
2025-01-13,Dalarna County,286546,99,0,1,200.93,0.04,0.0,2
2025-01-13,Blekinge County,157223,60,0,1,366.35,0.0,0.0,1
2025-01-20,Vastra Gotaland County,1772821,9678,134972,334701,28818.28,16370.95,6864.35,21
2025-01-20,Vastmanland County,281158,83,0,4,22.81,0.12,0.0,1
2025-01-20,Varmland County,283384,133,0,3,149.16,0.02,0.0,3
2025-01-20,Uppsala County,407912,94,0,1,34.99,0.02,0.0,2
2025-01-20,Stockholm County,2473307,2188,0,7,6714.3,0.24,0.0,7
2025-01-20,Sodermanland County,301542,86,0,0,92.64,0.0,0.0,1
2025-01-20,Skane County,1428626,747,0,6,2889.29,0.15,0.0,7
2025-01-20,Ostergotland County,472446,121,0,4,3.92,0.04,0.0,2
2025-01-20,Orebro County,308375,117,0,0,109.54,0.0,0.0,2
2025-01-20,Kronoberg County,203351,76,0,0,85.52,0.0,0.0,3
2025-01-20,Kalmar County,246352,90,0,0,85.93,0.0,0.0,1
2025-01-20,Jonkoping County,370009,122,0,6,67.13,0.1,0.0,4
2025-01-20,Halland County,345074,377,2866,14571,694.06,505.75,144.21,3
2025-01-20,Gotland County,60971,13,0,0,0.42,0.0,0.0,1
2025-01-20,Gavleborg County,284558,140,0,0,719.87,0.0,0.0,2
2025-01-20,Dalarna County,286546,102,0,0,288.91,0.0,0.0,2
2025-01-20,Blekinge County,157223,56,0,0,237.66,0.0,0.0,2
2025-01-27,Vastra Gotaland County,1772821,7499,135507,300504,29810.94,15282.89,6586.19,18
2025-01-27,Varmland County,283384,157,0,2,1500.29,0.06,0.0,2
2025-01-27,Uppsala County,407912,98,0,4,137.43,0.29,0.0,4
2025-01-27,Stockholm County,2473307,2472,0,28,6834.85,0.93,0.0,12
2025-01-27,Sodermanland County,301542,127,0,2,465.36,0.04,0.0,1
2025-01-27,Skane County,1428626,638,0,18,2255.72,0.74,0.0,5
2025-01-27,Ostergotland County,472446,129,0,6,551.64,0.23,0.0,2
2025-01-27,Orebro County,308375,106,0,5,586.86,0.21,0.0,1
2025-01-27,Kronoberg County,203351,65,0,4,92.47,0.08,0.0,2
2025-01-27,Kalmar County,246352,97,0,4,146.19,0.11,0.0,1
2025-01-27,Jonkoping County,370009,103,0,7,107.23,0.17,0.0,1
2025-01-27,Halland County,345074,346,2633,12895,1125.22,365.4,128.16,5
2025-01-27,Gavleborg County,284558,151,0,2,163.23,0.08,0.0,3
2025-01-27,Dalarna County,286546,97,0,3,95.62,0.18,0.0,1
2025-02-03,Vastra Gotaland County,1772821,7753,118142,283155,26154.84,15203.23,6536.07,22
2025-02-03,Vasternorrland County,241458,65,0,0,211.56,0.0,0.0,2
2025-02-03,Varmland County,283384,194,0,4,772.87,0.12,0.0,1
2025-02-03,Uppsala County,407912,95,0,2,691.93,0.09,0.0,5
2025-02-03,Stockholm County,2473307,2572,0,9,8147.97,0.35,0.0,6
2025-02-03,Sodermanland County,301542,82,0,0,276.73,0.0,0.0,2
2025-02-03,Skane County,1428626,649,0,9,2014.46,0.35,0.0,8
2025-02-03,Ostergotland County,472446,130,0,3,118.46,0.08,0.0,1
2025-02-03,Orebro County,308375,110,0,0,352.97,0.0,0.0,1
2025-02-03,Norrbotten County,248620,41,0,1,2.93,0.0,0.0,1
2025-02-03,Kronoberg County,203351,67,0,2,6.99,0.08,0.0,2
2025-02-03,Kalmar County,246352,92,0,2,754.07,0.12,0.0,3
2025-02-03,Jonkoping County,370009,133,0,7,193.93,0.16,0.0,3
2025-02-03,Halland County,345074,256,2625,12534,626.26,360.6,141.02,5
2025-02-03,Gotland County,60971,28,0,0,69.14,0.0,0.0,1
2025-02-03,Gavleborg County,284558,139,0,1,63.33,0.06,0.0,3
2025-02-03,Blekinge County,157223,66,0,4,0.93,0.09,0.0,1
2025-02-10,Vastra Gotaland County,1772821,8857,154120,274361,21531.76,14246.78,6865.38,25
2025-02-10,Vastmanland County,281158,73,0,3,187.47,0.14,0.0,1
2025-02-10,Vasternorrland County,241458,48,0,3,124.68,0.12,0.0,1
2025-02-10,Vasterbotten County,281138,96,0,3,77.31,0.06,0.0,1
2025-02-10,Varmland County,283384,153,0,15,938.62,0.58,0.0,1
2025-02-10,Uppsala County,407912,88,0,10,256.77,0.39,0.0,2
2025-02-10,Stockholm County,2473307,2688,0,67,7538.85,2.6,0.0,10
2025-02-10,Sodermanland County,301542,74,0,5,12.27,0.21,0.0,2
2025-02-10,Skane County,1428626,641,0,40,975.64,1.81,0.0,3
2025-02-10,Ostergotland County,472446,122,0,7,184.37,0.53,0.0,3
2025-02-10,Orebro County,308375,80,0,13,346.64,0.57,0.0,2
2025-02-10,Kronoberg County,203351,64,0,13,115.29,0.69,0.0,3
2025-02-10,Kalmar County,246352,50,0,16,128.36,0.36,0.0,1
2025-02-10,Jonkoping County,370009,87,0,18,51.29,0.29,0.0,2
2025-02-10,Jamtland County,132839,49,0,0,96.51,0.0,0.0,1
2025-02-10,Halland County,345074,271,3025,11824,366.39,333.98,137.34,5
2025-02-10,Gavleborg County,284558,132,0,4,91.37,0.17,0.0,1
2025-02-10,Dalarna County,286546,74,0,18,5.24,0.51,0.0,1
2025-02-17,Vastra Gotaland County,1772821,8991,164892,264131,34210.59,13421.91,7234.17,22
2025-02-17,Vastmanland County,281158,129,0,44,509.31,1.48,0.0,1
2025-02-17,Vasterbotten County,281138,87,0,40,64.78,1.09,0.0,1
2025-02-17,Varmland County,283384,174,0,62,203.76,1.51,0.0,1
2025-02-17,Uppsala County,407912,173,0,46,527.32,1.01,0.0,1
2025-02-17,Stockholm County,2473307,3041,0,225,9586.21,6.74,0.0,10
2025-02-17,Sodermanland County,301542,120,0,34,247.37,1.57,0.0,1
2025-02-17,Skane County,1428626,909,0,203,2585.11,5.71,0.0,7
2025-02-17,Orebro County,308375,123,0,62,345.85,1.52,0.0,1
2025-02-17,Kronoberg County,203351,121,0,38,29.99,1.06,0.0,2
2025-02-17,Kalmar County,246352,131,0,51,167.95,1.14,0.0,3
2025-02-17,Jonkoping County,370009,173,0,119,339.47,2.76,0.0,2
2025-02-17,Jamtland County,132839,44,0,20,97.52,0.41,0.0,1
2025-02-17,Halland County,345074,381,3691,11511,332.93,324.64,168.62,6
2025-02-17,Gotland County,60971,33,0,2,19.37,0.06,0.0,1
2025-02-17,Gavleborg County,284558,160,0,25,102.76,0.68,0.0,1
2025-02-17,Dalarna County,286546,101,0,29,611.23,0.99,0.0,1
2025-02-17,Blekinge County,157223,116,0,46,322.29,1.18,0.0,1
2025-02-24,Vastra Gotaland County,1772821,9491,166347,252918,33152.62,12931.05,7191.56,22
2025-02-24,Vasterbotten County,281138,89,0,15,94.58,0.46,0.0,1
2025-02-24,Varmland County,283384,141,0,32,123.94,0.83,0.0,2
2025-02-24,Stockholm County,2473307,2551,0,109,7216.29,3.74,0.0,9
2025-02-24,Sodermanland County,301542,88,0,20,112.04,0.73,0.0,1
2025-02-24,Skane County,1428626,727,0,99,2532.76,2.66,0.0,8
2025-02-24,Ostergotland County,472446,139,0,27,7.35,0.66,0.0,2
2025-02-24,Orebro County,308375,110,0,26,323.05,0.5,0.0,3
2025-02-24,Kronoberg County,203351,71,0,18,79.82,0.61,0.0,1
2025-02-24,Kalmar County,246352,59,0,30,103.53,0.71,0.0,3
2025-02-24,Jonkoping County,370009,135,0,75,289.9,2.29,0.0,3
2025-02-24,Jamtland County,132839,23,0,13,0.08,0.55,0.0,1
2025-02-24,Halland County,345074,334,3591,11251,912.98,322.15,162.49,5
2025-02-24,Gotland County,60971,20,0,6,0.57,0.13,0.0,1
2025-02-24,Dalarna County,286546,66,0,26,222.23,0.73,0.0,2
